"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL"
"Serie A","M","ITA",2020,NA,"8","Sun",18189,"20:45","Milan",2,1.8,"Lecce",2,1.4,48703,"Stadio Giuseppe Meazza","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/b64ce217/Milan-Lecce-October-20-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"8","Mon",18190,"21:00","Brescia",0,0.5,"Fiorentina",0,0.8,16000,"Stadio Mario Rigamonti","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/2444c7ef/Brescia-Fiorentina-October-21-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Fri",18194,"20:45","Hellas Verona",0,1.3,"Sassuolo",1,1.4,11453,"Stadio Marc'Antonio Bentegodi","Luca Pairetto",NA,"https://fbref.com/en/matches/11170e59/Hellas-Verona-Sassuolo-October-25-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sat",18195,"15:00","Lecce",1,1.1,"Juventus",1,3.6,26591,"Stadio Comunale Via Del Mare","Paolo Valeri",NA,"https://fbref.com/en/matches/9d7eb76c/Lecce-Juventus-October-26-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sat",18195,"18:00","Inter",2,2.5,"Parma",2,1,67076,"Stadio Giuseppe Meazza","Daniele Chiffi",NA,"https://fbref.com/en/matches/81cec5cf/Internazionale-Parma-October-26-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sat",18195,"20:45","Genoa",3,1.1,"Brescia",1,1.2,20949,"Stadio Comunale Luigi Ferraris","Rosario Abisso",NA,"https://fbref.com/en/matches/0e1aa64b/Genoa-Brescia-October-26-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"12:30","Bologna",2,1.9,"Sampdoria",1,0.6,24099,"Stadio Renato Dall'Ara","Daniele Doveri",NA,"https://fbref.com/en/matches/dd08475c/Bologna-Sampdoria-October-27-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"15:00","SPAL",1,0.7,"Napoli",1,0.8,14726,"Stadio Paolo Mazza","Federico La Penna",NA,"https://fbref.com/en/matches/3dfaf9b4/SPAL-Napoli-October-27-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"15:00","Atalanta",7,5.4,"Udinese",1,0.4,18677,"Stadio Atleti Azzurri d'Italia","Fabio Maresca",NA,"https://fbref.com/en/matches/4410ed27/Atalanta-Udinese-October-27-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"15:00","Torino",1,1.2,"Cagliari",1,0.5,21213,"Stadio Olimpico di Torino","Michael Fabbri",NA,"https://fbref.com/en/matches/96fb099e/Torino-Cagliari-October-27-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"18:00","Roma",2,1.1,"Milan",1,0.6,44333,"Stadio Olimpico","Daniele Orsato",NA,"https://fbref.com/en/matches/cdb7b0cf/Roma-Milan-October-27-2019-Serie-A"
"Serie A","M","ITA",2020,NA,"9","Sun",18196,"20:45","Fiorentina",1,0.6,"Lazio",2,2.1,33281,"Stadio Artemio Franchi","Marco Guida",NA,"https://fbref.com/en/matches/0148cb07/Fiorentina-Lazio-October-27-2019-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sat",18524,"18:00","Fiorentina",1,1.9,"Torino",0,0.7,NA,"Stadio Artemio Franchi","Rosario Abisso","","https://fbref.com/en/matches/34e95e35/Fiorentina-Torino-September-19-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sat",18524,"20:45","Hellas Verona",3,NA,"Roma",0,NA,NA,"Stadio Marc'Antonio Bentegodi","Daniele Chiffi","Match awarded to Hellas Verona","https://fbref.com/en/matches/e0a20cfe/Hellas-Verona-Roma-September-19-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sun",18525,"12:30","Parma",0,0.3,"Napoli",2,1.6,1000,"Stadio Ennio Tardini","Maurizio Mariani","","https://fbref.com/en/matches/a3e10e13/Parma-Napoli-September-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sun",18525,"15:00","Genoa",4,2.3,"Crotone",1,1.6,NA,"Stadio Comunale Luigi Ferraris","Giovanni Ayroldi","","https://fbref.com/en/matches/640f64f3/Genoa-Crotone-September-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sun",18525,"18:00","Sassuolo",1,2.1,"Cagliari",1,0.9,850,"Mapei Stadium - Città del Tricolore","Livio Marinelli","","https://fbref.com/en/matches/e2711951/Sassuolo-Cagliari-September-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Sun",18525,"20:45","Juventus",3,2,"Sampdoria",0,0.8,1000,"Allianz Stadium","Marco Piccinini","","https://fbref.com/en/matches/bd0688ef/Juventus-Sampdoria-September-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Mon",18526,"20:45","Milan",2,2.6,"Bologna",0,1.1,1000,"Stadio Giuseppe Meazza","Federico La Penna","","https://fbref.com/en/matches/3019a52b/Milan-Bologna-September-21-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Wed",18535,"18:00","Benevento",2,1.5,"Inter",5,3.6,1000,"Stadio Ciro Vigorito","Marco Piccinini","","https://fbref.com/en/matches/1d2d65d6/Benevento-Internazionale-September-30-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Wed",18535,"18:00","Udinese",0,1.8,"Spezia",2,0.8,1000,"Dacia Arena","Alessandro Prontera","","https://fbref.com/en/matches/5ca8fe51/Udinese-Spezia-September-30-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"1","Wed",18535,"20:45","Lazio",1,2.3,"Atalanta",4,1.8,1000,"Stadio Olimpico","Fabio Maresca","","https://fbref.com/en/matches/895c84f1/Lazio-Atalanta-September-30-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sat",18601,"15:00","Spezia",1,1.5,"Lazio",2,0.5,NA,"Stadio Dino Manuzzi","Daniele Chiffi","","https://fbref.com/en/matches/3dbc3efe/Spezia-Lazio-December-5-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sat",18601,"18:00","Juventus",2,1.6,"Torino",1,1,NA,"Allianz Stadium","Daniele Orsato","","https://fbref.com/en/matches/bbc484d9/Juventus-Torino-December-5-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sat",18601,"20:45","Inter",3,2,"Bologna",1,1.4,NA,"Stadio Giuseppe Meazza","Paolo Valeri","","https://fbref.com/en/matches/f124eb7b/Internazionale-Bologna-December-5-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sun",18602,"12:30","Hellas Verona",1,2.7,"Cagliari",1,1.5,NA,"Stadio Marc'Antonio Bentegodi","Gianluca Manganiello","","https://fbref.com/en/matches/93ef5099/Hellas-Verona-Cagliari-December-6-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sun",18602,"15:00","Parma",0,0.7,"Benevento",0,0.4,NA,"Stadio Ennio Tardini","Juan Sacchi","","https://fbref.com/en/matches/7b689c67/Parma-Benevento-December-6-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sun",18602,"15:00","Roma",0,1.3,"Sassuolo",0,0.3,NA,"Stadio Olimpico","Fabio Maresca","","https://fbref.com/en/matches/930b2d30/Roma-Sassuolo-December-6-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sun",18602,"18:00","Crotone",0,0.3,"Napoli",4,1.7,NA,"Stadio Ezio Scida","Livio Marinelli","","https://fbref.com/en/matches/325e496e/Crotone-Napoli-December-6-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Sun",18602,"20:45","Sampdoria",1,1.2,"Milan",2,2.5,NA,"Stadio Comunale Luigi Ferraris","Giampaolo Calvarese","","https://fbref.com/en/matches/a4e5ebed/Sampdoria-Milan-December-6-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Mon",18603,"20:45","Fiorentina",1,2.6,"Genoa",1,1.3,NA,"Stadio Artemio Franchi","Daniele Doveri","","https://fbref.com/en/matches/50ad79b4/Fiorentina-Genoa-December-7-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"10","Wed",18647,"15:00","Udinese",1,0.4,"Atalanta",1,1.5,NA,"Dacia Arena","Giampaolo Calvarese","","https://fbref.com/en/matches/73e858c4/Udinese-Atalanta-January-20-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Fri",18607,"20:45","Sassuolo",1,1.1,"Benevento",0,2.5,NA,"Mapei Stadium - Città del Tricolore","Simone Sozza","","https://fbref.com/en/matches/d5c7938e/Sassuolo-Benevento-December-11-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sat",18608,"15:00","Crotone",4,1.3,"Spezia",1,1,NA,"Stadio Ezio Scida","Antonio Giua","","https://fbref.com/en/matches/08beb229/Crotone-Spezia-December-12-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sat",18608,"18:00","Torino",2,1,"Udinese",3,1.3,NA,"Stadio Olimpico di Torino","Davide Massa","","https://fbref.com/en/matches/b51058d7/Torino-Udinese-December-12-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sat",18608,"20:45","Lazio",1,0.7,"Hellas Verona",2,0.9,NA,"Stadio Olimpico","Rosario Abisso","","https://fbref.com/en/matches/44411178/Lazio-Hellas-Verona-December-12-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"12:45","Cagliari",1,1.6,"Inter",3,2.8,NA,"Sardegna Arena","Fabrizio Pasqua","","https://fbref.com/en/matches/7201e4de/Cagliari-Internazionale-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"15:00","Napoli",2,1.5,"Sampdoria",1,1.1,NA,"Stadio Diego Armando Maradona","Federico La Penna","","https://fbref.com/en/matches/851607c8/Napoli-Sampdoria-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"15:00","Bologna",1,0.4,"Roma",5,3.1,NA,"Stadio Renato Dall'Ara","Giampaolo Calvarese","","https://fbref.com/en/matches/8b07dcf5/Bologna-Roma-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"15:00","Atalanta",3,2.7,"Fiorentina",0,0.3,NA,"Stadio Atleti Azzurri d'Italia","Maurizio Mariani","","https://fbref.com/en/matches/f015f974/Atalanta-Fiorentina-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"18:00","Genoa",1,0.2,"Juventus",3,3.4,NA,"Stadio Comunale Luigi Ferraris","Marco Di Bello","","https://fbref.com/en/matches/7b0d0f68/Genoa-Juventus-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"11","Sun",18609,"20:45","Milan",2,1.9,"Parma",2,0.5,NA,"Stadio Giuseppe Meazza","Francesco Fourneau","","https://fbref.com/en/matches/2bb01afd/Milan-Parma-December-13-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Tue",18611,"18:30","Udinese",0,1.3,"Crotone",0,0.2,NA,"Dacia Arena","Antonio Di Martino","","https://fbref.com/en/matches/c3cb40d3/Udinese-Crotone-December-15-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Tue",18611,"20:45","Benevento",1,1.4,"Lazio",1,0.7,NA,"Stadio Ciro Vigorito","Luca Pairetto","","https://fbref.com/en/matches/2266b847/Benevento-Lazio-December-15-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"18:30","Juventus",1,2.6,"Atalanta",1,0.9,NA,"Allianz Stadium","Daniele Doveri","","https://fbref.com/en/matches/b021ae83/Juventus-Atalanta-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Parma",0,1.1,"Cagliari",0,0.4,NA,"Stadio Ennio Tardini","Ivan Pezzuto","","https://fbref.com/en/matches/2dd73236/Parma-Cagliari-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Genoa",2,1.1,"Milan",2,2.2,NA,"Stadio Comunale Luigi Ferraris","Daniele Orsato","","https://fbref.com/en/matches/4cdf47d4/Genoa-Milan-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Hellas Verona",1,1.8,"Sampdoria",2,1,NA,"Stadio Marc'Antonio Bentegodi","Riccardo Ros","","https://fbref.com/en/matches/842b86b0/Hellas-Verona-Sampdoria-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Inter",1,1.2,"Napoli",0,2.2,NA,"Stadio Giuseppe Meazza","Davide Massa","","https://fbref.com/en/matches/b5f73bdc/Internazionale-Napoli-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Fiorentina",1,2.1,"Sassuolo",1,1.6,NA,"Stadio Artemio Franchi","Paolo Valeri","","https://fbref.com/en/matches/df0a6d79/Fiorentina-Sassuolo-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Wed",18612,"20:45","Spezia",2,2.5,"Bologna",2,1.4,NA,"Stadio Dino Manuzzi","Piero Giacomelli","","https://fbref.com/en/matches/e4e6e1f4/Spezia-Bologna-December-16-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"12","Thu",18613,"20:45","Roma",3,3.1,"Torino",1,1,NA,"Stadio Olimpico","Rosario Abisso","","https://fbref.com/en/matches/1dab0587/Roma-Torino-December-17-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sat",18615,"15:00","Fiorentina",1,1.6,"Hellas Verona",1,1.5,NA,"Stadio Artemio Franchi","Francesco Fourneau","","https://fbref.com/en/matches/c2e0d138/Fiorentina-Hellas-Verona-December-19-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sat",18615,"18:00","Sampdoria",3,2.3,"Crotone",1,1,NA,"Stadio Comunale Luigi Ferraris","Gianluca Manganiello","","https://fbref.com/en/matches/a69937eb/Sampdoria-Crotone-December-19-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sat",18615,"20:45","Parma",0,1,"Juventus",4,2.3,NA,"Stadio Ennio Tardini","Giampaolo Calvarese","","https://fbref.com/en/matches/0d8fbf46/Parma-Juventus-December-19-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"12:30","Torino",1,1.2,"Bologna",1,1.9,NA,"Stadio Olimpico di Torino","Fabrizio Pasqua","","https://fbref.com/en/matches/7d1527e6/Torino-Bologna-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"15:00","Inter",2,1.2,"Spezia",1,1,NA,"Stadio Giuseppe Meazza","Michael Fabbri","","https://fbref.com/en/matches/45ea2eb0/Internazionale-Spezia-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"15:00","Benevento",2,1.5,"Genoa",0,0.3,NA,"Stadio Ciro Vigorito","Antonio Giua","","https://fbref.com/en/matches/5bac0634/Benevento-Genoa-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"15:00","Cagliari",1,0.6,"Udinese",1,1.5,NA,"Sardegna Arena","Marco Piccinini","","https://fbref.com/en/matches/91d5a777/Cagliari-Udinese-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"15:00","Sassuolo",1,1.1,"Milan",2,1.2,NA,"Mapei Stadium - Città del Tricolore","Maurizio Mariani","","https://fbref.com/en/matches/dde07477/Sassuolo-Milan-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"18:00","Atalanta",4,1.9,"Roma",1,0.7,NA,"Stadio Atleti Azzurri d'Italia","Marco Di Bello","","https://fbref.com/en/matches/c46eb263/Atalanta-Roma-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"13","Sun",18616,"20:45","Lazio",2,1,"Napoli",0,0.9,NA,"Stadio Olimpico","Daniele Orsato","","https://fbref.com/en/matches/7ca08670/Lazio-Napoli-December-20-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Tue",18618,"18:30","Crotone",2,0.6,"Parma",1,1.4,NA,"Stadio Ezio Scida","Fabio Maresca","","https://fbref.com/en/matches/fe3251cd/Crotone-Parma-December-22-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Tue",18618,"20:45","Juventus",0,0.5,"Fiorentina",3,1.6,NA,"Allianz Stadium","Federico La Penna","","https://fbref.com/en/matches/89bf4a35/Juventus-Fiorentina-December-22-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"18:30","Hellas Verona",1,1.5,"Inter",2,1.8,NA,"Stadio Marc'Antonio Bentegodi","Piero Giacomelli","","https://fbref.com/en/matches/56d99aa2/Hellas-Verona-Internazionale-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Sampdoria",2,1.9,"Sassuolo",3,2,NA,"Stadio Comunale Luigi Ferraris","Giovanni Ayroldi","","https://fbref.com/en/matches/1cacbabc/Sampdoria-Sassuolo-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Spezia",1,0.5,"Genoa",2,1.4,NA,"Stadio Dino Manuzzi","Davide Massa","","https://fbref.com/en/matches/3315da73/Spezia-Genoa-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Roma",3,2.8,"Cagliari",2,1.3,NA,"Stadio Olimpico","Luca Pairetto","","https://fbref.com/en/matches/568d1b20/Roma-Cagliari-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Bologna",2,1,"Atalanta",2,1.4,NA,"Stadio Renato Dall'Ara","Daniele Chiffi","","https://fbref.com/en/matches/6eecf6a6/Bologna-Atalanta-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Napoli",1,0.9,"Torino",1,0.4,NA,"Stadio Diego Armando Maradona","Paolo Valeri","","https://fbref.com/en/matches/83e1c7a4/Napoli-Torino-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Udinese",0,2,"Benevento",2,0.3,NA,"Dacia Arena","Manuel Volpi","","https://fbref.com/en/matches/93d98765/Udinese-Benevento-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"14","Wed",18619,"20:45","Milan",3,1.6,"Lazio",2,1.6,NA,"Stadio Giuseppe Meazza","Marco Di Bello","","https://fbref.com/en/matches/b53612b6/Milan-Lazio-December-23-2020-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"12:30","Inter",6,2.4,"Crotone",2,1.4,NA,"Stadio Giuseppe Meazza","Gianluca Aureliano","","https://fbref.com/en/matches/fd0874c0/Internazionale-Crotone-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Atalanta",5,2.7,"Sassuolo",1,0.6,NA,"Stadio Atleti Azzurri d'Italia","Fabio Maresca","","https://fbref.com/en/matches/2d1025ac/Atalanta-Sassuolo-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Roma",1,2.3,"Sampdoria",0,0.2,NA,"Stadio Olimpico","Daniele Chiffi","","https://fbref.com/en/matches/49700a7d/Roma-Sampdoria-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Fiorentina",0,0.5,"Bologna",0,0.8,NA,"Stadio Artemio Franchi","Daniele Orsato","","https://fbref.com/en/matches/50c9b56a/Derby-dellAppennino-Fiorentina-Bologna-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Genoa",1,0.9,"Lazio",1,1.4,NA,"Stadio Comunale Luigi Ferraris","Giampaolo Calvarese","","https://fbref.com/en/matches/54b2dc2b/Genoa-Lazio-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Cagliari",1,0.9,"Napoli",4,4.6,NA,"Sardegna Arena","Gianluca Manganiello","","https://fbref.com/en/matches/999f6c1e/Cagliari-Napoli-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Spezia",0,0.9,"Hellas Verona",1,1.3,NA,"Stadio Dino Manuzzi","Luca Pairetto","","https://fbref.com/en/matches/df01ce1a/Spezia-Hellas-Verona-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"15:00","Parma",0,1,"Torino",3,1.7,NA,"Stadio Ennio Tardini","Daniele Doveri","","https://fbref.com/en/matches/e856730d/Parma-Torino-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"18:00","Benevento",0,2.5,"Milan",2,1.5,NA,"Stadio Ciro Vigorito","Fabrizio Pasqua","","https://fbref.com/en/matches/147553a0/Benevento-Milan-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"15","Sun",18630,"20:45","Juventus",4,2.5,"Udinese",1,1.7,NA,"Allianz Stadium","Piero Giacomelli","","https://fbref.com/en/matches/658bd9df/Juventus-Udinese-January-3-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"12:30","Cagliari",1,1,"Benevento",2,1.4,NA,"Sardegna Arena","Eugenio Abbattista","","https://fbref.com/en/matches/1ed9b04f/Cagliari-Benevento-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Atalanta",3,1.8,"Parma",0,0.1,NA,"Stadio Atleti Azzurri d'Italia","Juan Sacchi","","https://fbref.com/en/matches/17d4228c/Atalanta-Parma-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Sassuolo",2,2.1,"Genoa",1,1.1,NA,"Mapei Stadium - Città del Tricolore","Michael Fabbri","","https://fbref.com/en/matches/43c9cc75/Sassuolo-Genoa-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Crotone",1,0.8,"Roma",3,2,NA,"Stadio Ezio Scida","Marco Piccinini","","https://fbref.com/en/matches/74933162/Crotone-Roma-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Bologna",2,1.2,"Udinese",2,2.1,NA,"Stadio Renato Dall'Ara","Giovanni Ayroldi","","https://fbref.com/en/matches/9e79367d/Bologna-Udinese-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Sampdoria",2,1.3,"Inter",1,2.7,NA,"Stadio Comunale Luigi Ferraris","Paolo Valeri","","https://fbref.com/en/matches/e5caed3a/Sampdoria-Internazionale-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Torino",1,1.4,"Hellas Verona",1,0.4,NA,"Stadio Olimpico di Torino","Marco Di Bello","","https://fbref.com/en/matches/eb671bf1/Torino-Hellas-Verona-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"15:00","Lazio",2,1.5,"Fiorentina",1,1.7,NA,"Stadio Olimpico","Rosario Abisso","","https://fbref.com/en/matches/f4dedbff/Lazio-Fiorentina-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"18:00","Napoli",1,3.1,"Spezia",2,1.9,NA,"Stadio Diego Armando Maradona","Maurizio Mariani","","https://fbref.com/en/matches/b5800971/Napoli-Spezia-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"16","Wed",18633,"20:45","Milan",1,1,"Juventus",3,2.3,NA,"Stadio Giuseppe Meazza","Massimiliano Irrati","","https://fbref.com/en/matches/1c0d714a/Milan-Juventus-January-6-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sat",18636,"15:00","Benevento",1,0.9,"Atalanta",4,3.8,NA,"Stadio Ciro Vigorito","Gianluca Manganiello","","https://fbref.com/en/matches/6fd79a80/Benevento-Atalanta-January-9-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sat",18636,"18:00","Genoa",2,1.3,"Bologna",0,0.9,NA,"Stadio Comunale Luigi Ferraris","Daniele Doveri","","https://fbref.com/en/matches/1d4dd956/Genoa-Bologna-January-9-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sat",18636,"20:45","Milan",2,1.6,"Torino",0,0.5,NA,"Stadio Giuseppe Meazza","Fabio Maresca","","https://fbref.com/en/matches/20cfca5c/Milan-Torino-January-9-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"12:30","Roma",2,0.7,"Inter",2,1.6,NA,"Stadio Olimpico","Marco Di Bello","","https://fbref.com/en/matches/fca08d02/Roma-Internazionale-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"15:00","Udinese",1,2.1,"Napoli",2,1.7,NA,"Dacia Arena","Fabrizio Pasqua","","https://fbref.com/en/matches/3ecf5600/Udinese-Napoli-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"15:00","Hellas Verona",2,1.4,"Crotone",1,0.9,NA,"Stadio Marc'Antonio Bentegodi","Luca Massimi","","https://fbref.com/en/matches/aadbce2e/Hellas-Verona-Crotone-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"15:00","Parma",0,0.3,"Lazio",2,2.9,NA,"Stadio Ennio Tardini","Luca Pairetto","","https://fbref.com/en/matches/ffaf26ec/Parma-Lazio-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"18:00","Fiorentina",1,1.9,"Cagliari",0,1.2,NA,"Stadio Artemio Franchi","Piero Giacomelli","","https://fbref.com/en/matches/c0ff856b/Fiorentina-Cagliari-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Sun",18637,"20:45","Juventus",3,2.8,"Sassuolo",1,0.7,NA,"Allianz Stadium","Davide Massa","","https://fbref.com/en/matches/44801875/Juventus-Sassuolo-January-10-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"17","Mon",18638,"20:45","Spezia",2,1.5,"Sampdoria",1,0.7,NA,"Stadio Dino Manuzzi","Marco Piccinini","","https://fbref.com/en/matches/98db05a7/Spezia-Sampdoria-January-11-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"18","Fri",18642,"20:45","Lazio",3,0.8,"Roma",0,0.9,NA,"Stadio Olimpico","Daniele Orsato","","https://fbref.com/en/matches/88aa48fa/Lazio-Roma-January-15-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"18","Sat",18643,"15:00","Bologna",1,2,"Hellas Verona",0,0.8,NA,"Stadio Renato Dall'Ara","Maurizio Mariani","","https://fbref.com/en/matches/e958f63e/Bologna-Hellas-Verona-January-16-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"18","Sat",18643,"18:00","Torino",0,0.7,"Spezia",0,0.3,NA,"Stadio Olimpico di Torino","Michael Fabbri","","https://fbref.com/en/matches/b1cc62a1/Torino-Spezia-January-16-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"18","Sat",18643,"20:45","Sampdoria",2,1.5,"Udinese",1,2.1,NA,"Stadio Comunale Luigi Ferraris","Juan Sacchi","","https://fbref.com/en/matches/03eb2f20/Sampdoria-Udinese-January-16-2021-Serie-A"
"Serie A","M","ITA",2021,NA,"18","Sun",18644,"12:30","Napoli",6,2,"Fiorentina",0,1,NA,"Stadio Diego Armando Maradona","Daniele Chiffi","","https://fbref.com/en/matches/fed096cc/Napoli-Fiorentina-January-17-2021-Serie-A"
